I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15
38730740.000000,-0.033876,0.265491,0.006647,-0.005646,0.001326,-0.006261,-2.585462,-0.303538,9.401599,2.005000,9.755347,0.006647,51.875000,-0.001602,-0.002745
38732756.000000,-0.033886,0.265492,0.006647,-0.005646,-0.000805,0.000131,-2.585462,-0.303538,9.401599,2.004000,9.755347,0.006647,51.875000,-0.001611,-0.002743
38734756.000000,-0.033886,0.265499,0.006662,-0.003515,0.002391,0.006522,-2.586360,-0.286475,9.422254,2.006000,9.774978,0.006662,51.875000,-0.003491,-0.002279
38736756.000000,-0.033884,0.265513,0.006672,-0.002450,0.002391,0.004392,-2.639344,-0.275699,9.414171,2.051000,9.781041,0.006672,51.875000,-0.004607,-0.007717
38738756.000000,-0.033887,0.265510,0.006684,-0.005646,-0.002935,0.005457,-2.585462,-0.273005,9.407885,1.958000,9.760504,0.006684,51.875000,-0.004877,-0.002580
38740740.000000,-0.033884,0.265494,0.006685,-0.001385,-0.007196,-0.000935,-2.542356,-0.258636,9.393517,2.005000,9.734918,0.006685,51.875000,-0.006357,0.001272
38742756.000000,-0.033877,0.265497,0.006682,0.000746,0.002391,-0.002000,-2.542356,-0.258636,9.393517,2.005000,9.734918,0.006682,51.875000,-0.006351,0.001275
38744740.000000,-0.033877,0.265489,0.006691,-0.003515,-0.006131,0.003326,-2.598035,-0.267616,9.400701,2.005000,9.756770,0.006691,51.875000,-0.005417,-0.004043
38746740.000000,-0.033857,0.265475,0.006702,0.006072,-0.010392,0.004392,-2.617792,-0.276597,9.384536,2.052000,9.746736,0.006702,51.875000,-0.004392,-0.006445
38748740.000000,-0.033846,0.265447,0.006700,0.003942,-0.013588,-0.002000,-2.545050,-0.275699,9.384536,1.958000,9.727426,0.006700,51.875000,-0.004476,0.000730
38750740.000000,-0.033849,0.265428,0.006701,-0.001385,-0.010392,0.000131,-2.578278,-0.324193,9.416865,2.009000,9.768826,0.006701,51.875000,0.000564,-0.001665
38752740.000000,-0.033863,0.265422,0.006708,-0.007776,-0.004001,0.003326,-2.578278,-0.324193,9.416865,2.003000,9.768826,0.006708,51.875000,0.000550,-0.001671
38754740.000000,-0.033864,0.265424,0.006715,-0.000319,-0.000805,0.003326,-2.608811,-0.333173,9.453685,2.003000,9.812698,0.006715,51.875000,0.001365,-0.003672
38756740.000000,-0.033849,0.265420,0.006711,0.006072,-0.004001,-0.002000,-2.601627,-0.292762,9.408783,2.052000,9.766236,0.006711,51.875000,-0.002744,-0.004225
38758740.000000,-0.033840,0.265415,0.006721,0.002876,-0.006131,0.004392,-2.619588,-0.310722,9.393517,1.958000,9.756892,0.006721,51.875000,-0.000774,-0.006406
