I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23,I24,I25
7426797.000000,-0.005286,0.256277,0.000933,-0.001955,0.002241,-0.000625,-2.446266,-0.059271,9.506669,1.957000,-0.000658,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7428781.000000,-0.005303,0.256268,0.000922,-0.001955,0.002241,-0.004886,-2.462430,-0.061067,9.458176,2.005000,-0.005063,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7430797.000000,-0.005321,0.256296,0.000908,-0.003021,-0.002021,-0.007016,-2.521701,-0.056577,9.442011,2.004000,-0.007242,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7432797.000000,-0.005333,0.256332,0.000898,-0.000890,0.002241,-0.004886,-2.521701,-0.056577,9.442011,2.004000,-0.005063,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7434796.000000,-0.005290,0.256355,0.000917,0.001241,-0.002021,0.008963,-2.526191,0.000000,9.483320,2.051000,0.009276,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7436798.000000,-0.005305,0.256375,0.000911,0.001241,0.000110,-0.002755,-2.506434,-0.067353,9.449195,1.957000,-0.002849,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7438781.000000,-0.005337,0.256372,0.000912,0.000175,0.010763,0.000441,-2.446266,-0.088906,9.447399,2.004000,0.000396,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7440820.000000,-0.005353,0.256338,0.000915,0.001241,-0.003086,0.001506,-2.456144,-0.071843,9.506669,2.004000,0.001574,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7442768.000000,-0.005374,0.256310,0.000914,-0.000890,0.000110,-0.000625,-2.456144,-0.071843,9.506669,2.005000,-0.000646,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7444767.000000,-0.005337,0.256332,0.000924,0.008697,-0.000955,0.004702,-2.521701,-0.025145,9.481524,2.050000,0.004866,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7446767.000000,-0.005339,0.256302,0.000923,0.002306,-0.000955,-0.000625,-2.448960,-0.054781,9.482423,1.958000,-0.000641,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7448767.000000,-0.005341,0.256262,0.000910,0.000175,-0.002021,-0.005951,-2.447164,-0.046698,9.516548,2.004000,-0.006141,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7450775.000000,-0.005370,0.256269,0.000909,0.000175,0.000110,-0.000625,-2.490270,-0.084416,9.454583,2.004000,-0.000646,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7452767.000000,-0.005409,0.256291,0.000912,-0.005151,0.007567,0.001506,-2.490270,-0.084416,9.454583,2.004000,0.001515,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7454767.000000,-0.005436,0.256323,0.000915,0.004436,0.001175,0.001506,-2.528885,-0.095192,9.483320,2.051000,0.001550,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7456767.000000,-0.005448,0.256318,0.000905,0.004436,0.001175,-0.004886,-2.473207,-0.071843,9.459971,1.958000,-0.005057,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7458767.000000,-0.005460,0.256287,0.000911,-0.000890,-0.000955,0.002571,-2.446266,-0.062863,9.477932,2.004000,0.002663,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7460774.000000,-0.005459,0.256278,0.000923,-0.000890,-0.000955,0.005767,-2.477697,-0.048494,9.478830,2.004000,0.005967,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7462767.000000,-0.005449,0.256272,0.000937,0.003371,0.000110,0.006832,-2.477697,-0.048494,9.478830,2.004000,0.007062,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7464767.000000,-0.005461,0.256289,0.000929,0.000175,0.006502,-0.003821,-2.484881,-0.061067,9.450991,2.051000,-0.003986,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7466767.000000,-0.005444,0.256280,0.000919,0.005502,0.005436,-0.004886,-2.463328,-0.035922,9.489607,1.958000,-0.005081,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7468767.000000,-0.005400,0.256271,0.000897,0.006567,-0.004151,-0.010212,-2.492964,-0.000898,9.504873,2.004000,-0.010533,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7470775.000000,-0.005397,0.256267,0.000903,0.003371,0.001175,0.002571,-2.477697,-0.054781,9.476136,2.004000,0.002651,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7472767.000000,-0.005390,0.256276,0.000901,0.006567,0.007567,-0.000625,-2.477697,-0.054781,9.476136,2.004000,-0.000688,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7474767.000000,-0.005361,0.256292,0.000905,0.001241,0.004371,0.001506,-2.505536,-0.014369,9.513854,2.051000,0.001532,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7476767.000000,-0.005351,0.256351,0.000912,-0.003021,0.004371,0.003636,-2.552234,-0.028737,9.461767,1.957000,0.003735,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7478767.000000,-0.005352,0.256348,0.000910,0.000175,0.006502,-0.000625,-2.457940,-0.048494,9.450093,2.005000,-0.000682,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7480777.000000,-0.005334,0.256318,0.000900,-0.001955,0.005436,-0.004886,-2.429203,-0.015267,9.470748,2.004000,-0.005081,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7482767.000000,-0.005305,0.256284,0.000908,0.001241,0.003306,0.003636,-2.429203,-0.015267,9.470748,2.004000,0.003741,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7484767.000000,-0.005328,0.256277,0.000916,-0.007282,-0.008412,0.003636,-2.505536,-0.059271,9.493198,2.051000,0.003805,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7486767.000000,-0.005369,0.256263,0.000921,-0.006216,-0.004151,0.002571,-2.480391,-0.085314,9.485116,1.957000,0.002681,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7488767.000000,-0.005368,0.256263,0.000920,0.005502,0.002241,-0.000625,-2.492964,-0.060169,9.523732,2.004000,-0.000658,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7490780.000000,-0.005348,0.256263,0.000905,0.004436,-0.002021,-0.007016,-2.482187,-0.028737,9.439317,2.005000,-0.007242,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7492767.000000,-0.005334,0.256264,0.000904,0.000175,-0.002021,-0.000625,-2.482187,-0.028737,9.439317,2.004000,-0.000635,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7494773.000000,-0.005339,0.256277,0.000907,0.003371,-0.003086,0.001506,-2.515415,-0.062863,9.483320,2.051000,0.001574,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7496767.000000,-0.005369,0.256268,0.000917,0.000175,-0.005216,0.004702,-2.486677,-0.088906,9.471646,1.957000,0.004889,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7498767.000000,-0.005375,0.256258,0.000917,-0.000890,-0.000955,0.000441,-2.480391,-0.052984,9.494995,2.004000,0.000461,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7500783.000000,-0.005364,0.256266,0.000925,0.000175,-0.000955,0.003636,-2.498352,-0.035922,9.470748,2.004000,0.003764,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7502767.000000,-0.005342,0.256294,0.000935,0.005502,0.008632,0.004702,-2.498352,-0.035922,9.470748,2.005000,0.004812,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7504767.000000,-0.005325,0.256312,0.000926,0.007632,0.007567,-0.003821,-2.498352,-0.043106,9.507567,2.050000,-0.003991,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7506767.000000,-0.005328,0.256355,0.000919,0.008697,0.005436,-0.003821,-2.529783,-0.069149,9.465360,1.958000,-0.003979,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7508767.000000,-0.005338,0.256379,0.000915,0.004436,0.006502,-0.001690,-2.505536,-0.070945,9.490504,2.004000,-0.001783,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7510785.000000,-0.005332,0.256334,0.000914,-0.001955,0.001175,-0.000625,-2.434591,-0.034126,9.525528,2.004000,-0.000652,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7512767.000000,-0.005326,0.256283,0.000924,-0.003021,-0.002021,0.004702,-2.434591,-0.034126,9.525528,2.004000,0.004871,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7514767.000000,-0.005309,0.256251,0.000929,-0.004086,-0.007347,0.002571,-2.458838,-0.015267,9.460870,2.051000,0.002698,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7516767.000000,-0.005307,0.256268,0.000939,-0.000890,0.004371,0.004702,-2.485780,-0.044902,9.433030,1.957000,0.004836,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7518767.000000,-0.005294,0.256293,0.000950,0.007632,0.002241,0.005767,-2.505536,-0.052984,9.438418,2.005000,0.005949,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7520785.000000,-0.005294,0.256295,0.000951,0.001241,-0.002021,0.000441,-2.492066,-0.050290,9.468054,2.004000,0.000466,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7522767.000000,-0.005302,0.256299,0.000946,-0.001955,-0.000955,-0.002755,-2.492066,-0.050290,9.468054,2.006000,-0.002843,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7524767.000000,-0.005326,0.256292,0.000942,0.001241,0.000110,-0.001690,-2.484881,-0.079926,9.504873,2.049000,-0.001748,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7526767.000000,-0.005343,0.256293,0.000943,0.001241,-0.000955,0.000441,-2.494760,-0.071843,9.495893,1.957000,0.000461,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7528767.000000,-0.005379,0.256267,0.000948,-0.003021,-0.004151,0.002571,-2.458838,-0.088008,9.460870,2.005000,0.002681,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7530785.000000,-0.005391,0.256260,0.000949,-0.001955,0.001175,0.000441,-2.466022,-0.057475,9.447399,2.004000,0.000449,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7532767.000000,-0.005386,0.256258,0.000939,0.007632,0.003306,-0.004886,-2.466022,-0.057475,9.447399,2.004000,-0.005069,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7534779.000000,-0.005349,0.256273,0.000954,0.003371,0.003306,0.006832,-2.493862,-0.012573,9.459971,2.051000,0.007044,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7536779.000000,-0.005351,0.256297,0.000978,0.000175,0.008632,0.012158,-2.487576,-0.057475,9.448297,1.957000,0.012521,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7538779.000000,-0.005376,0.256306,0.000975,0.001241,0.003306,-0.001690,-2.472309,-0.081722,9.409681,2.004000,-0.001765,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7540821.000000,-0.005395,0.256316,0.000960,-0.001955,-0.005216,-0.007016,-2.501944,-0.061067,9.424948,2.004000,-0.007224,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7542781.000000,-0.005399,0.256324,0.000959,0.003371,-0.006282,-0.000625,-2.501944,-0.061067,9.424948,2.005000,-0.000611,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7544781.000000,-0.005411,0.256303,0.000948,0.004436,0.002241,-0.004886,-2.460634,-0.070945,9.513854,2.050000,-0.005063,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7546781.000000,-0.005432,0.256315,0.000954,0.003371,0.008632,0.002571,-2.487576,-0.086212,9.504873,1.958000,0.002610,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7548781.000000,-0.005450,0.256334,0.000950,-0.000890,0.008632,-0.001690,-2.492964,-0.067353,9.489607,2.004000,-0.001796,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7550797.000000,-0.005458,0.256365,0.000946,-0.005151,0.002241,-0.001690,-2.515415,-0.043106,9.447399,2.004000,-0.001760,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7552781.000000,-0.005451,0.256384,0.000941,0.002306,-0.003086,-0.002755,-2.515415,-0.043106,9.447399,2.004000,-0.002831,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7554767.000000,-0.005461,0.256423,0.000944,0.006567,0.000110,0.001506,-2.537866,-0.079028,9.466258,2.051000,0.001556,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7556767.000000,-0.005474,0.256425,0.000943,-0.003021,0.004371,-0.000625,-2.480391,-0.057475,9.480626,1.958000,-0.000671,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7558767.000000,-0.005470,0.256438,0.000933,-0.004086,0.001175,-0.004886,-2.495658,-0.028737,9.452787,2.004000,-0.005058,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7560785.000000,-0.005452,0.256447,0.000927,0.000175,0.003306,-0.002755,-2.488474,-0.023349,9.463564,2.004000,-0.002867,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7562767.000000,-0.005430,0.256448,0.000928,0.001241,-0.000955,0.000441,-2.488474,-0.023349,9.463564,2.004000,0.000461,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7564767.000000,-0.005424,0.256472,0.000929,-0.004086,0.004371,0.000441,-2.509129,-0.029635,9.479729,2.051000,0.000431,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7566767.000000,-0.005421,0.256509,0.000929,-0.001955,0.007567,0.000441,-2.527089,-0.039514,9.507567,1.957000,0.000413,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7568767.000000,-0.005387,0.256506,0.000930,0.004436,0.003306,0.000441,-2.482187,-0.014369,9.502179,2.005000,0.000437,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7570785.000000,-0.005378,0.256511,0.000922,0.003371,0.001175,-0.003821,-2.488474,-0.042208,9.458176,2.004000,-0.003956,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7572767.000000,-0.005380,0.256517,0.000914,-0.001955,0.001175,-0.003821,-2.488474,-0.042208,9.458176,2.004000,-0.003956,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7574767.000000,-0.005396,0.256507,0.000915,0.000175,-0.007347,0.000441,-2.489372,-0.069149,9.455482,2.051000,0.000496,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7576767.000000,-0.005432,0.256508,0.000923,0.000175,0.005436,0.003636,-2.477697,-0.096090,9.480626,1.957000,0.003729,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7578767.000000,-0.005463,0.256553,0.000906,0.001241,0.004371,-0.008082,-2.537866,-0.086212,9.473442,2.004000,-0.008379,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7580785.000000,-0.005447,0.256562,0.000909,0.002306,-0.005216,0.001506,-2.508230,-0.034126,9.446501,2.004000,0.001586,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7582767.000000,-0.005435,0.256572,0.000906,0.001241,-0.005216,-0.001690,-2.508230,-0.034126,9.446501,2.005000,-0.001718,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7584767.000000,-0.005419,0.256567,0.000901,0.001241,0.002241,-0.004886,-2.480391,-0.028737,9.486014,1.002000,-0.005064,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7586767.000000,-0.005413,0.256576,0.000919,-0.001955,0.000110,0.005767,-2.509129,-0.035922,9.500383,3.006000,0.005961,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7588767.000000,-0.005412,0.256575,0.000917,-0.004086,-0.005216,-0.000625,-2.509129,-0.035922,9.500383,2.004000,-0.000617,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7590785.000000,-0.005429,0.256562,0.000909,0.002306,-0.002021,-0.003821,-2.490270,-0.073639,9.530916,2.004000,-0.003938,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7592767.000000,-0.005431,0.256552,0.000904,0.009763,0.000110,-0.002755,-2.490270,-0.073639,9.530916,2.005000,-0.002849,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7594790.000000,-0.005429,0.256523,0.000902,0.000175,-0.004151,-0.000625,-2.459736,-0.044902,9.476136,2.050000,-0.000623,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7596767.000000,-0.005483,0.256506,0.000897,-0.005151,-0.002021,-0.002755,-2.477697,-0.103275,9.499485,1.958000,-0.002837,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7598767.000000,-0.005471,0.256522,0.000893,0.004436,0.000110,-0.001690,-2.517211,-0.044004,9.505772,2.006000,-0.001748,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7600785.000000,-0.005458,0.256526,0.000896,0.000175,0.003306,0.001506,-2.485780,-0.032329,9.477035,2.002000,0.001538,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7602767.000000,-0.005438,0.256526,0.000900,0.003371,0.001175,0.001506,-2.485780,-0.032329,9.477035,2.006000,0.001550,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7604767.000000,-0.005417,0.256490,0.000900,0.002306,0.000110,0.000441,-2.438183,-0.026941,9.476136,2.049000,0.000455,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7606767.000000,-0.005429,0.256470,0.000891,0.001241,0.001175,-0.004886,-2.465124,-0.062863,9.503078,1.958000,-0.005058,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7608767.000000,-0.005398,0.256457,0.000887,0.003371,0.000110,-0.001690,-2.478595,-0.015267,9.509363,2.004000,-0.001748,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7610785.000000,-0.005386,0.256467,0.000886,-0.003021,-0.003086,-0.000625,-2.505536,-0.023349,9.459073,2.004000,-0.000629,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7612767.000000,-0.005375,0.256487,0.000878,-0.003021,0.002241,-0.003821,-2.505536,-0.023349,9.459073,2.004000,-0.003962,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7614767.000000,-0.005372,0.256526,0.000879,0.001241,0.006502,0.000441,-2.523497,-0.046698,9.474340,2.051000,0.000419,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7616767.000000,-0.005432,0.256533,0.000882,0.002306,0.007567,0.001506,-2.486677,-0.132012,9.510262,1.957000,0.001515,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7618767.000000,-0.005489,0.256547,0.000885,-0.003021,0.006502,0.001506,-2.482187,-0.114949,9.445602,2.005000,0.001520,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7620785.000000,-0.005509,0.256544,0.000888,-0.001955,0.003306,0.001506,-2.471411,-0.070047,9.460870,2.004000,0.001538,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7622767.000000,-0.005510,0.256532,0.000900,0.006567,-0.000955,0.005767,-2.471411,-0.070047,9.460870,2.004000,0.005967,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7624767.000000,-0.005524,0.256555,0.000903,0.002306,0.006502,0.001506,-2.491168,-0.072741,9.433030,2.051000,0.001520,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7626767.000000,-0.005534,0.256567,0.000902,0.000175,0.005436,-0.000625,-2.486677,-0.061965,9.461767,1.957000,-0.000677,37.875000,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
