I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23,I24,I25
138784.000000,-0.006439,0.254819,-0.000001,0.000175,0.003306,-0.000625,-2.470513,-0.061067,9.484219,2.051000,-0.000668,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
140801.000000,-0.006577,0.255020,0.000010,-0.006216,0.003306,0.005767,-2.478595,-0.063761,9.499485,1.962000,0.005937,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
142783.000000,-0.006612,0.255092,0.000013,0.006567,0.003306,0.001506,-2.478595,-0.063761,9.499485,2.000000,0.001534,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
144783.000000,-0.006288,0.255934,-0.000014,0.004436,-0.003086,-0.013408,-2.504638,-0.050290,9.471646,2.004000,-0.013835,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
146784.000000,-0.005702,0.256491,-0.000031,-0.000890,0.002241,-0.008082,-2.513619,-0.031431,9.497689,2.004000,-0.008368,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
148807.000000,-0.006360,0.256715,-0.000032,0.001241,0.002241,-0.000625,-2.492964,-0.091600,9.453685,2.051000,-0.000659,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
150802.000000,-0.006318,0.256545,-0.000042,0.002306,-0.003086,-0.004886,-2.471411,-0.057475,9.459073,1.958000,-0.005031,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
152784.000000,-0.006284,0.256419,-0.000041,0.002306,-0.002021,0.000441,-2.471411,-0.057475,9.459073,2.004000,0.000469,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
154784.000000,-0.006338,0.256784,-0.000023,0.007632,0.005436,0.008963,-2.510925,-0.065557,9.452787,2.004000,0.009230,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
156784.000000,-0.005968,0.256896,-0.000015,0.005502,0.004371,0.003636,-2.498352,-0.026043,9.474340,2.004000,0.003731,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
158784.000000,-0.005785,0.256840,-0.000015,0.003371,0.002241,0.000441,-2.480391,-0.037718,9.466258,1.010000,0.000442,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
160802.000000,-0.005827,0.256799,-0.000010,0.001241,0.003306,0.001506,-2.485780,-0.060169,9.487810,2.998000,0.001537,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
162784.000000,-0.005863,0.256763,-0.000007,0.001241,0.004371,0.001506,-2.485780,-0.060169,9.487810,2.005000,0.001530,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
164783.000000,-0.005813,0.256980,-0.000004,0.002306,0.002241,0.001506,-2.511823,-0.049392,9.451889,2.004000,0.001543,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
166785.000000,-0.005766,0.256972,-0.000003,-0.003021,0.002241,0.000441,-2.482187,-0.047596,9.452787,2.004000,0.000442,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
168784.000000,-0.005814,0.256896,-0.000002,0.000175,0.004371,0.001506,-2.481289,-0.061965,9.491403,1.002000,0.001531,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
170802.000000,-0.005760,0.256878,-0.000007,0.002306,0.005436,-0.001690,-2.494760,-0.047596,9.518344,3.006000,-0.001780,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
172784.000000,-0.005717,0.256850,-0.000004,0.000175,0.001175,0.001506,-2.494760,-0.047596,9.518344,2.004000,0.001550,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
174784.000000,-0.005652,0.256853,0.000001,0.001241,-0.003086,0.002571,-2.487576,-0.043106,9.464461,2.004000,0.002676,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
176784.000000,-0.005652,0.256956,0.000000,-0.006216,0.001175,-0.000625,-2.498352,-0.051188,9.434826,2.005000,-0.000653,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
178783.000000,-0.005808,0.257063,0.000003,-0.004086,0.002241,0.002571,-2.506434,-0.083518,9.453685,1.002000,0.002645,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
180802.000000,-0.005771,0.257172,-0.000002,-0.005151,-0.007347,-0.001690,-2.517211,-0.044004,9.466258,3.006000,-0.001703,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
182784.000000,-0.005725,0.257289,-0.000004,-0.003021,-0.003086,-0.001690,-2.517211,-0.044004,9.466258,1.002000,-0.001729,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
184784.000000,-0.005688,0.257292,-0.000003,0.003371,0.002241,0.000441,-2.496556,-0.047596,9.489607,2.051000,0.000442,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
186784.000000,-0.005636,0.257211,-0.000009,0.002306,0.002241,-0.002755,-2.468717,-0.042208,9.462666,1.957000,-0.002862,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
188767.000000,-0.005592,0.257141,-0.000012,-0.003021,0.005436,-0.001690,-2.480391,-0.041310,9.510262,2.004000,-0.001779,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
190802.000000,-0.005491,0.257073,-0.000025,0.000175,0.001175,-0.005951,-2.475901,-0.026941,9.487810,2.005000,-0.006160,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
192784.000000,-0.005387,0.257007,-0.000026,0.004436,0.000110,-0.000625,-2.475901,-0.026941,9.487810,2.004000,-0.000647,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
194783.000000,-0.005476,0.256981,-0.000023,0.000175,-0.002021,0.001506,-2.476799,-0.075436,9.447399,2.051000,0.001568,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
196783.000000,-0.005478,0.256928,-0.000007,-0.000890,0.005436,0.007897,-2.472309,-0.052984,9.479729,1.957000,0.008135,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
198767.000000,-0.005395,0.256844,-0.000004,0.002306,0.010763,0.001506,-2.459736,-0.029635,9.485116,2.004000,0.001496,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
200802.000000,-0.005467,0.256864,-0.000010,0.003371,0.005436,-0.002755,-2.477697,-0.073639,9.421355,2.004000,-0.002879,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
202785.000000,-0.005531,0.256888,-0.000011,0.004436,0.007567,-0.000625,-2.477697,-0.073639,9.421355,2.005000,-0.000689,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
204784.000000,-0.005620,0.256840,0.000003,0.004436,0.006502,0.006832,-2.472309,-0.084416,9.488708,2.050000,0.007027,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
206784.000000,-0.005632,0.256766,0.000004,0.000175,0.004371,0.000441,-2.464226,-0.057475,9.490504,1.958000,0.000430,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
208767.000000,-0.005617,0.256754,0.000005,-0.000890,0.001175,0.000441,-2.474105,-0.047596,9.442011,2.004000,0.000449,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
210802.000000,-0.005590,0.256671,0.000010,-0.003021,0.002241,0.002571,-2.448960,-0.042208,9.448297,2.005000,0.002645,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
212767.000000,-0.005564,0.256586,0.000005,-0.001955,-0.000955,-0.002755,-2.448960,-0.042208,9.448297,2.003000,-0.002843,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
214767.000000,-0.005633,0.256546,-0.000003,0.002306,0.001175,-0.003821,-2.468717,-0.078130,9.468952,2.051000,-0.003957,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
216779.000000,-0.005747,0.256494,-0.000009,-0.004086,0.003306,-0.002755,-2.461532,-0.091600,9.468952,1.958000,-0.002868,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
218778.000000,-0.005719,0.256430,-0.000006,-0.003021,-0.005216,0.001506,-2.470513,-0.042208,9.501281,2.004000,0.001588,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
220816.000000,-0.005659,0.256404,-0.000001,-0.001955,-0.004151,0.002571,-2.485780,-0.030533,9.507567,2.004000,0.002682,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
222781.000000,-0.005592,0.256375,0.000014,0.002306,-0.006282,0.006832,-2.485780,-0.030533,9.507567,2.004000,0.007100,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
224781.000000,-0.005608,0.256318,0.000006,-0.000890,0.001175,-0.003821,-2.473207,-0.058373,9.530916,2.051000,-0.003956,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
226781.000000,-0.005572,0.256369,-0.000007,-0.001955,0.009697,-0.005951,-2.495658,-0.035922,9.468054,1.958000,-0.006208,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
228781.000000,-0.005613,0.256370,0.000003,-0.005151,-0.000955,0.004702,-2.492964,-0.066455,9.503975,2.004000,0.004866,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
230799.000000,-0.005708,0.256435,0.000019,0.000175,0.006502,0.007897,-2.507332,-0.095192,9.474340,2.004000,0.008126,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
232773.000000,-0.005798,0.256502,0.000027,0.002306,0.008632,0.003636,-2.507332,-0.095192,9.474340,2.004000,0.003708,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
234767.000000,-0.005764,0.256480,0.000028,-0.001955,-0.000955,0.000441,-2.473207,-0.038616,9.463564,2.051000,0.000461,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
236773.000000,-0.005722,0.256457,0.000027,0.003371,-0.007347,-0.000625,-2.487576,-0.038616,9.501281,1.957000,-0.000602,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
238767.000000,-0.005703,0.256406,0.000014,0.003371,-0.003086,-0.005951,-2.476799,-0.047596,9.527325,2.004000,-0.006134,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
240785.000000,-0.005699,0.256416,0.000002,0.002306,0.000110,-0.005951,-2.492066,-0.052984,9.486014,2.005000,-0.006153,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
242767.000000,-0.005698,0.256428,-0.000001,0.000175,0.001175,-0.001690,-2.492066,-0.052984,9.486014,2.004000,-0.001754,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
244767.000000,-0.005702,0.256530,0.000013,0.005502,0.006502,0.006832,-2.524395,-0.062863,9.456379,2.051000,0.007025,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
246767.000000,-0.005694,0.256655,0.000018,0.004436,0.004371,0.002571,-2.545050,-0.054781,9.473442,1.957000,0.002632,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
248789.000000,-0.005607,0.256670,0.000021,-0.004086,0.003306,0.001506,-2.493862,-0.008082,9.486014,2.004000,0.001537,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
250785.000000,-0.005626,0.256710,0.000024,-0.000890,0.002241,0.001506,-2.501046,-0.061965,9.457277,2.005000,0.001544,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
252767.000000,-0.005635,0.256738,0.000032,0.003371,-0.003086,0.003636,-2.501046,-0.061965,9.457277,2.004000,0.003777,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
254767.000000,-0.005645,0.256750,0.000035,0.001241,-0.006282,0.001506,-2.492066,-0.060169,9.441113,2.050000,0.001593,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
256767.000000,-0.005613,0.256767,0.000021,0.001241,-0.003086,-0.007016,-2.492066,-0.035922,9.444705,1.958000,-0.007236,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
258767.000000,-0.005602,0.256820,0.000024,0.000175,0.000110,0.001506,-2.514517,-0.048494,9.465360,2.004000,0.001556,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
260785.000000,-0.005522,0.256829,0.000032,-0.000890,0.004371,0.003636,-2.496556,-0.010777,9.505772,2.004000,0.003734,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
262767.000000,-0.005447,0.256846,0.000026,-0.000890,0.008632,-0.002755,-2.496556,-0.010777,9.505772,2.004000,-0.002898,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
264766.000000,-0.005345,0.256869,0.000031,0.002306,0.006502,0.002571,-2.509129,0.000000,9.531815,2.051000,0.002622,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
266767.000000,-0.005373,0.256823,0.000041,-0.006216,0.000110,0.004702,-2.467818,-0.061067,9.498587,1.958000,0.004860,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
268767.000000,-0.005417,0.256811,0.000044,-0.007282,-0.002021,0.001506,-2.487576,-0.068251,9.490504,2.004000,0.001568,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
270785.000000,-0.005450,0.256812,0.000036,0.001241,0.000110,-0.003821,-2.483983,-0.070047,9.456379,2.004000,-0.003951,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
272767.000000,-0.005465,0.256817,0.000030,0.009763,0.002241,-0.002755,-2.483983,-0.070047,9.456379,2.004000,-0.002861,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
274767.000000,-0.005441,0.256763,0.000029,-0.001955,-0.005216,-0.000625,-2.460634,-0.035922,9.471646,2.056000,-0.000616,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
276767.000000,-0.005407,0.256713,0.000036,0.000175,-0.000955,0.003636,-2.458838,-0.033228,9.477932,1.952000,0.003765,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
278767.000000,-0.005357,0.256708,0.000048,0.005502,0.002241,0.005767,-2.470513,-0.030533,9.433030,2.005000,0.005950,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
280785.000000,-0.005358,0.256688,0.000051,0.003371,-0.002021,0.001506,-2.472309,-0.055679,9.454583,2.004000,0.001568,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
282767.000000,-0.005372,0.256661,0.000041,-0.001955,-0.006282,-0.004886,-2.472309,-0.055679,9.454583,2.004000,-0.005016,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
284767.000000,-0.005335,0.256692,0.000049,0.005502,0.008632,0.003636,-2.505536,-0.036820,9.513854,2.051000,0.003711,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
286767.000000,-0.005327,0.256757,0.000047,-0.000890,0.012893,-0.000625,-2.517211,-0.044902,9.491403,1.958000,-0.000717,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
288767.000000,-0.005288,0.256765,0.000037,-0.004086,0.000110,-0.004886,-2.488474,-0.020655,9.457277,2.004000,-0.005052,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
290785.000000,-0.005265,0.256807,0.000038,0.001241,0.008632,0.000441,-2.492066,-0.037718,9.430336,2.004000,0.000408,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
292767.000000,-0.005233,0.256846,0.000048,0.004436,0.007567,0.004702,-2.492066,-0.037718,9.430336,2.004000,0.004820,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
294767.000000,-0.005157,0.256906,0.000058,0.004436,0.003306,0.004702,-2.523497,-0.009878,9.472544,2.051000,0.004843,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
296767.000000,-0.005141,0.256930,0.000056,0.000175,0.000110,-0.000625,-2.510925,-0.039514,9.497689,1.965000,-0.000647,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
298767.000000,-0.005169,0.256939,0.000055,0.000175,0.001175,-0.000625,-2.491168,-0.066455,9.466258,1.999000,-0.000652,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
300785.000000,-0.005067,0.256939,0.000052,0.003371,0.002241,-0.001690,-2.486677,0.010777,9.474340,2.002000,-0.001759,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
302791.000000,-0.004974,0.256923,0.000050,0.000175,-0.006282,-0.000625,-2.486677,0.010777,9.474340,2.004000,-0.000613,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
304767.000000,-0.004955,0.256892,0.000060,0.004436,-0.007347,0.004702,-2.481289,-0.043106,9.486913,2.051000,0.004899,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
306767.000000,-0.004951,0.256918,0.000068,0.008697,0.003306,0.003636,-2.506434,-0.057475,9.489607,1.957000,0.003743,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
308767.000000,-0.004994,0.256949,0.000075,0.001241,0.009697,0.003636,-2.496556,-0.078130,9.473442,2.004000,0.003710,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
310785.000000,-0.004997,0.256965,0.000069,-0.006216,0.005436,-0.002755,-2.492964,-0.041310,9.473442,2.004000,-0.002877,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
312767.000000,-0.004981,0.256973,0.000059,0.004436,0.001175,-0.004886,-2.492964,-0.041310,9.473442,2.005000,-0.005058,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
314767.000000,-0.004896,0.256898,0.000074,0.005502,-0.004151,0.006832,-2.443572,-0.001796,9.477035,2.050000,0.007085,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
316767.000000,-0.004902,0.256847,0.000079,0.001241,0.000110,0.002571,-2.444469,-0.053883,9.443807,1.958000,0.002658,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
318767.000000,-0.004963,0.256823,0.000073,0.000175,0.003306,-0.002755,-2.460634,-0.087110,9.450991,2.004000,-0.002865,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
320786.000000,-0.004929,0.256841,0.000070,0.005502,0.002241,-0.001690,-2.493862,-0.031431,9.458176,2.015000,-0.001759,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
322767.000000,-0.004894,0.256855,0.000071,0.005502,0.000110,0.000441,-2.493862,-0.031431,9.458176,2.001000,0.000455,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
324767.000000,-0.004877,0.256805,0.000085,-0.003021,0.002241,0.006832,-2.448062,-0.034126,9.470748,2.043000,0.007052,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
326767.000000,-0.004918,0.256728,0.000088,-0.001955,0.005436,0.001506,-2.430999,-0.072741,9.498587,1.957000,0.001529,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
328767.000000,-0.004973,0.256698,0.000085,-0.006216,-0.002021,-0.001690,-2.471411,-0.076334,9.483320,2.005000,-0.001737,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
330798.000000,-0.004984,0.256672,0.000094,-0.001955,-0.008412,0.004702,-2.492964,-0.054781,9.522834,2.004000,0.004904,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
332779.000000,-0.004984,0.256675,0.000082,0.006567,0.006502,-0.005951,-2.492964,-0.054781,9.522834,2.004000,-0.006186,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
334779.000000,-0.004957,0.256689,0.000076,0.003371,0.007567,-0.002755,-2.481289,-0.033228,9.455482,2.051000,-0.002888,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
336781.000000,-0.004936,0.256704,0.000073,0.005502,0.002241,-0.001690,-2.494760,-0.039514,9.474340,1.957000,-0.001759,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
338781.000000,-0.004887,0.256683,0.000078,0.004436,-0.002021,0.002571,-2.472309,-0.020655,9.464461,2.004000,0.002668,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
340799.000000,-0.004892,0.256689,0.000083,0.006567,-0.002021,0.002571,-2.485780,-0.060169,9.442011,2.004000,0.002668,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
342781.000000,-0.004907,0.256692,0.000086,0.001241,-0.003086,0.001506,-2.485780,-0.060169,9.442011,2.005000,0.001572,nan,0.000890,-0.000110,0.001690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
